"","EGFR","E-Cadherin","DNA1","DNA2","Rabbit IgG H L","GATA3","Histone H3 antibody 1","Ki-67","SMA","Vimentin","cleaved PARP","Cleaved Caspase3","Her2","p53","pan Cytokeratin","Cytokeratin 19","Progesterone Receptor A/B antibody 1","Progesterone Receptor A/B antibody 2","c-Myc","Fibronectin","Cytokeratin 14","Slug","CD20","vWF","CD31","Histone H3 antibody 2","Cytokeratin 5","CD44","CD45","CD68","CD3","Carbonic Anhydrase IX","Cytokeratin 8/18","Cytokeratin 7","Twist","phospho Histone","phospho mTOR","phospho S6"
"BaselTMA_SP43_115_X4Y8_1404",0.30013959775779,0.573100508364731,1.93557405815807,2.39063160845598,0,0.207667746000481,1.65403039639623,0.016766405214065,0.277768894357325,2.07692445091607,0.393491894162189,0.393491894162189,0.344297833754457,0.0757362560156205,0.109559643564979,0.117970129674847,0.335750584741546,0.335750584741546,0.369751391216109,2.07039334699105,0.125773765492334,0.13161493913051,0.0809159342135994,0.181936843974654,0.181936843974654,0.396585818902863,0.0888668974199082,3.91763688392629,0.949915125717117,0.472216844721233,0.189453877371201,0.38088126827463,0.0386242653910053,0.0294852994673987,0.107325624222785,0.263972350020193,0.323271825411848,0.337749219940605
"BaselTMA_SP43_115_X4Y8_1405",0.865968219508681,2.49124865625215,1.1941318792042,1.68886136172818,0.17162810669997,0.459619735120935,1.30545327450158,0.00392125765517826,0.0948874366775924,2.89439334036239,1.22996336147212,1.22996336147212,2.00679137732182,0.153151209853684,1.3990565846302,0.206559624814968,0.407982254487473,0.407982254487473,0.520708735974013,1.11161642054791,0.353850483264012,0.210018496500639,0.165451407001127,0.164632509919959,0.164632509919959,0.50893983933779,0.175658870069102,4.87631358614918,0.283706256608226,0.455729014020357,0.175301724096958,0.902513533177452,0.10722624360425,0.0908236218104796,0.271565682754022,0.24053092832292,0.825303176714974,0.604884173996928
"BaselTMA_SP43_115_X4Y8_1406",0.877245678083606,1.95286560653982,1.02085756144593,1.40345193704018,0.153046168420721,0.469847405874962,1.45555452008963,0,0.0644521138673807,2.05670616164868,1.36103319614483,1.36103319614483,1.90116731270323,0.132453717459474,0.973564638553234,0.167026564615094,0.423158295585261,0.423158295585261,0.559336366151192,0.826964199105501,0.256550226613317,0.208801721729815,0.154229331704098,0.301784323747113,0.301784323747113,0.50075280406524,0.137743003870199,4.81063366671475,0.952123625328917,0.89138507543995,0.0930436872934303,0.944412592127859,0.0289801216200454,0.0785159193664869,0.296559011399575,0.228311045113035,0.727650375830543,0.559577406315235
"BaselTMA_SP43_115_X4Y8_1407",0.649427721390367,1.05809640456184,1.75730770988992,2.42276639052114,0.155230443199279,0.446109549545708,1.83208621265951,0,1.98960809040789,4.11928032244395,0.636474353347146,0.636474353347146,0.813495396031146,0.168114843232507,0.56507717549983,0.226794274995221,0.487474490896823,0.487474490896823,0.176938889048022,1.54316370526644,0.296830884923239,0.188490891031457,0.117174846935867,0.127758289544397,0.127758289544397,0.579111510740989,0.180293841386568,4.39835207706532,0.267757855033623,0.928499608098333,0.0869939523053169,0.638760853468695,0.122045001266825,0.039007450870434,0.40553412341781,0.231739783475495,0.83171355595206,0.63970101524297
"BaselTMA_SP43_115_X4Y8_1408",0.639636604601758,2.21646588217162,2.23383462975899,2.78129306178044,0.213206967935846,0.441188065262481,2.29081469746085,0,0.165903404956799,0.391654323243721,1.16886250685701,1.16886250685701,1.95187069128888,0.123894216066632,2.45158629547077,0.403175745898228,0.340159940559137,0.340159940559137,0.651878392376077,1.37741215356623,0.25373454564783,0.21660276523045,0.221720620481004,0.126201649616493,0.126201649616493,0.540087673531297,0.118888169681935,4.75685169864477,0.170464181048836,0.361576201576156,0.0467481514806127,0.652117297826827,0.183879766736269,0.254918860375077,0.437918087991129,0.192725211061676,0.845270114346392,0.815611248264317
"BaselTMA_SP43_115_X4Y8_1409",0.573916257051278,2.04259627055399,1.75376176277991,2.26371814568842,0.191737128682353,0.495715678209893,1.76440478593058,0.0994401978658438,0.207402132673371,0.0662391531987717,0.660281743063514,0.660281743063514,1.63598986453434,0.141056498021113,1.8341481853151,0.108683547000779,0.189749979660937,0.189749979660937,0.517372293304434,0.9559250394063,0.146119722027554,0.108794426579202,0.181526936639883,0,0,0.42550762584202,0.126636573017671,3.92595709443517,0.210375338297161,0.154733992954175,0.101235598699275,0.636828793077549,0.169073078792322,0.105632072869404,0.285794321404828,0.10052095936501,0.638511161730808,0.567650491056411
"BaselTMA_SP43_115_X4Y8_1410",0.619248111518741,2.3142417907443,2.38518489463138,2.90757222128689,0,0.460177380354036,2.4972981177514,0,0.294992213145981,0.319068531429607,0.185228502472338,0.185228502472338,1.19407137175695,0.0405681337307596,1.70746523563813,0.18338358980188,0.628606719564592,0.628606719564592,0.442996884378285,0.783101437186505,0.0659020934429757,0,0.20339542287818,0.053926406906013,0.053926406906013,0.534528169736749,0.0683820054668501,3.72594460983715,0.109399378502769,0.476007597187675,0,0.559440711531219,0.113858938397551,0.0821534668692904,0.250760511919456,0.0122677434944284,0.722335630161203,0.302697217708821
"BaselTMA_SP43_115_X4Y8_1411",0.520324167786708,2.02383524525781,1.66339940076853,2.26944431684508,0.112258211643494,0.411703822828336,1.82835989344573,0,0.0829544029039554,0.798267922649547,0.410149094660251,0.410149094660251,1.57864739164212,0.0442935913561705,1.07522288547744,0.114235972726084,0.267641204558464,0.267641204558464,0.480017660056008,0.696320171669552,0.210952105737108,0.284488274614917,0.0659792184573229,0.0378415331695228,0.0378415331695228,0.519748328996317,0.139604955749074,4.15574067608697,0.069155757269015,0.362988590102549,0.0601572712757959,0.728521039963167,0.0278341568281475,0.0394543027163514,0.178972292862894,0.167400090891892,0.596904505781665,0.3530275265837
"BaselTMA_SP43_115_X4Y8_1412",0.771622216911914,2.51209370440806,2.3996920273355,2.90486193390263,0.0889860671210488,0.545967464028222,2.43772978898993,0.0294300510469869,0.19144435977399,0.381347032993419,1.39681658049905,1.39681658049905,1.70121417160562,0.192559573576334,1.91643760554774,0.224469251380906,0.619416453093859,0.619416453093859,0.523310502187647,1.37960947081387,0.210969915782583,0.100378862624602,0.183572828256027,0.0996869172240749,0.0996869172240749,0.766499650999954,0.0763934156105607,5.50155493463919,0.28640087156091,0.674616540340913,0.133629547138814,0.810209766489565,0.137819349376114,0.225676506030982,0.36193082236272,0.171783614460728,0.750225568819306,0.845390409982874
"BaselTMA_SP43_115_X4Y8_1413",0.352335608754961,1.0610756446359,1.8533988091025,2.41203877317604,0.111332971758537,0.128898451414762,1.58715593675888,0.0690585296090811,0.0824222659658654,1.69021021225469,0.376352337024283,0.376352337024283,0.720977055754015,0.0133505037823013,0.612408718804001,0.150468197007085,0.20911705816195,0.20911705816195,0.297288579538696,0.617643808676526,0.116130003264074,0.141095331436395,0.0683825462812676,0,0,0.5477875088787,0.0493120079355815,4.03335976008014,0.698326994501918,0.706512235840295,0.136933173596657,0.375493706039738,0.0791191876793129,0.0434514026005157,0.188899982129756,0.351039052187577,0.470144063529274,2.89738444003395
"BaselTMA_SP43_115_X4Y8_1414",0.50792994559854,1.96665234928765,1.25462600584958,1.74602688604104,0.029540619941596,0.14816761460627,1.23454345875784,0.014100581157834,0.00508761737186052,0.221450003375044,0.318047236455162,0.318047236455162,1.13858401115937,0.0633087649090957,1.46878903553332,0.111257369683932,0.231762052812349,0.231762052812349,0.257587456652413,0.644266250283304,0.109633565050065,0.0588647905401296,0.100747225574583,0,0,0.363704229299981,0.0870468957348843,4.16421198744045,0.118011706044452,0.152052601792673,0.0788337802007807,0.39313988532932,0.211768333788849,0.106354119419061,0.134150327705637,0.0877660085604997,0.346506262015233,1.86137800214485
"BaselTMA_SP43_115_X4Y8_1415",0.536307431859987,0.957088647222589,1.7736982266431,2.33702000371567,0.131027131612472,0.166720048042898,1.63036595640966,0.0123960515463912,0.159252295565326,3.19715782833249,0.45483101813277,0.45483101813277,0.739382308450283,0.0277574596275401,0.334845112905384,0.109291171189702,0.359413715958275,0.359413715958275,0.176485459271703,1.12783941018526,0.141117571150558,0.136750568415546,0.11047916630688,0.0842382779110259,0.0842382779110259,0.468203342688273,0.0652549343950305,4.56017873675733,0.303228918799055,0.406271249246008,0.0274049121729401,0.570084163844491,0.0723550305294258,0.0129699804405738,0.145859426126578,0.19403283267321,0.456551616690909,0.518951387334689
"BaselTMA_SP43_115_X4Y8_1416",0.3044057733117,1.50657546528171,2.30677760893758,2.88924281820337,0.0856276495021694,0.179748550028677,1.21295254215944,0.0155356765263237,0.0738593847880853,0.953651884468534,0.224335662008686,0.224335662008686,1.04531477418731,0.0390863799831265,0.428576941262826,0.0847989792124495,0.202795334481584,0.202795334481584,0.128618099070947,0.919918817129548,0.0402336627281972,0.0513806004185704,0.0997839503741829,0.0292794992785592,0.0292794992785592,0.444113186819376,0.0601946417493798,3.13238442649738,0.0459798971521885,0.15602330370162,0.0414387127827624,0.37607553568055,0.0212752833839179,0.0201323972694741,0.0706484097266391,0.106567528051638,0.294402031673399,0.202903928984276
"BaselTMA_SP43_115_X4Y8_1417",0.831856892512235,2.20304646139411,1.07510513140754,1.47603070774177,0.0791252409334169,0.264000374434923,1.37248579414964,0.343401407381865,0.116199487710695,2.39462247215267,0.978289573637808,0.978289573637808,1.68863637174444,0.0595663086021512,1.16988122573948,0.238140306843218,0.232564006293315,0.232564006293315,0.435257995778164,1.07046740362174,0.109048738536014,0.154798375411261,0.110786731960978,0.0711271786724138,0.0711271786724138,0.340928303582889,0.133947599147445,4.68383672851501,0.248174840256872,0.360774904701339,0.070582535028301,0.724685413113515,0.121115675916256,0.075830485037228,0.143657848386865,0.0446939858403441,0.599513513998786,0.427122043850125
"BaselTMA_SP43_115_X4Y8_1418",0.776834976095047,2.61283907719227,2.54479925505255,3.13890338144971,0.187014477127438,0.424097102795773,2.6283037606405,0.0296482316385455,0.215486013837548,0.0153329161960611,0.531006708249295,0.531006708249295,1.29510341432263,0.0882435541250438,1.34101871421824,0.246143934237148,0.412470781766618,0.412470781766618,0.666423114948407,1.48880392468424,0.253550822011229,0.18853768766105,0.15068301024347,0.125653043663192,0.125653043663192,0.606132476541882,0.120834000175096,4.00192605646913,0.148840856842619,0.213401444767482,0.152983063950926,0.841780788465691,0.180972465615582,0.050058914288773,0.370849620080278,0.123010343306616,0.921849604223649,0.89521999564462
"BaselTMA_SP43_115_X4Y8_1419",0.669606403902752,2.3004970630596,1.65337820893847,2.06783269480192,0.0688822751813747,0.557536490421357,1.86503893298984,0,0.100093725329252,0.0281084730521289,0.727548436194278,0.727548436194278,1.9459887133331,0.104479238507586,1.54270386153015,0.0916887932315654,0.373371359681222,0.373371359681222,0.532103111742351,0.902776187866444,0.280891511368048,0.300122077845585,0.143244463089455,0.0418042706813291,0.0418042706813291,0.538596443751798,0.0680876967783089,4.43654164194615,0.0724760535380717,0.163534628797852,0.0922993331252891,0.876877019015091,0.0463773809788422,0.0636403694354796,0.266932054651159,0.322964657209385,0.970657327056596,0.540145279450346
"BaselTMA_SP43_115_X4Y8_1420",0.299247749124183,2.10884537584201,1.99649633009382,2.54207712576924,0.192163630595278,0.386232650804678,2.12646603150673,0.181011021222498,0.0893186302862129,0.0987615054026276,0.399832022076433,0.399832022076433,0.749996036785269,0.0449854518844072,1.72769288921703,0.12182511612408,0.224750831922582,0.224750831922582,0.565600969481904,0.851767070537396,0.11394331208826,0.0544099925855972,0.119053229242261,0.0348235916405966,0.0348235916405966,0.333602036448128,0.12746714075381,3.46871270744258,0.0479221155512731,0.15905718945197,0.0506056348265253,0.501515010837898,0.287526275119583,0.0539531662402315,0.250866740080226,0.0746565206616995,0.644725679117103,0.341861626739739
"BaselTMA_SP43_115_X4Y8_1421",0.367998141489263,1.8485805885709,2.24333387959865,2.71173672383363,0,0.209091004812132,2.21422272159152,0.29277281713123,0.238679992371594,0.459706821029199,0.357229617204241,0.357229617204241,0.843585506258432,0.0820004161323401,0.729786206802551,0.174867161856018,0.233106479249458,0.233106479249458,0.35907138123011,0.539022833698434,0.0978978087853125,0.185890705107551,0.0802777521378639,0,0,0.751227418812319,0.0949526396894099,3.41173768825913,0,0.264087472637125,0,0.474186066208096,0,0,0.279793854064689,0.0122677434944284,0.597439677763513,0.500655033048551
"BaselTMA_SP43_115_X4Y8_1422",0.590740104026271,2.03016698121667,1.82182967121603,2.47840198541354,0.165408002781992,0.379591812528112,2.14760017054722,0,0.173094048787948,0.276587295448035,1.4534147004331,1.4534147004331,1.42118019792406,0.105718945265699,1.4378148077326,0.21948099553747,0.560887720584861,0.560887720584861,0.734963634325859,1.51861464112265,0.378051922018651,0.170175604478294,0.137787767007589,0.0641024550419749,0.0641024550419749,0.332484712001117,0.0844403056656667,4.80981725324888,0.211309299166244,0.76507383294712,0.0553916556689395,0.817349647218965,0.0818157187843361,0.136786372824404,0.368367520655031,0.179438004867705,0.777514200082667,0.615912027550173
"BaselTMA_SP43_115_X4Y8_1423",0.806259767479271,2.09340995786185,1.62096343510831,2.03678736390839,0.267867098544804,0.60819076690285,1.64746759806199,0.111732799792035,0.246975494228816,2.83057417993035,1.0022303776965,1.0022303776965,1.64744623997184,0.181455636485972,0.505481381210357,0.151633087781329,0.283897864039639,0.283897864039639,0.296078235522671,1.42795690036584,0.232666512187317,0.148473436728358,0.20230660101512,0.25248076975529,0.25248076975529,0.403591569602354,0.104121366926097,5.17562605878925,0.308909322846512,0.334846902179008,0.0210878012495871,0.61239587257916,0.0936838685515466,0,0.243286819336942,0.0875860991606936,0.59691556415293,0.297314192750814
"BaselTMA_SP43_115_X4Y8_1424",0.417070099033212,1.35456658601731,1.91054329132028,2.43638033249127,0.14663454641639,0.214827827634527,1.71705189455903,0,1.7450846167081,3.13845040311407,0.628656082684143,0.628656082684143,0.691672818809898,0.100653186599512,0.33535951561082,0.142019948605537,0.306290970567782,0.306290970567782,0.19832695616913,1.76819532189383,0.0849519410521159,0.258891776077548,0.131582974249491,0.379143635362507,0.379143635362507,0.406434326362007,0.0420919628550502,4.30970311822187,0.683682307889582,0.840644674333298,0.000625902879752058,0.432698829627753,0.155216707395422,0,0.242533177338405,0.28866133674491,0.630294053658238,0.33731439966676
"BaselTMA_SP43_115_X4Y8_1425",0.376460513174261,0.610955762371831,1.59716276300087,2.26196180061689,0.0327171772828937,0.101892301847676,1.25358248593865,0.021800893709156,0.445411565537047,2.77004003134926,0.199242692224511,0.199242692224511,0.702990868470318,0.0615462255958802,0.211622505990053,0.0743806751675419,0.185412622054448,0.185412622054448,0.170222242916023,0.900445986298143,0.0703514423951583,0.135842906007512,0.0300140686619156,0.0495206382692409,0.0495206382692409,0.451287929066566,0.140395663798254,4.10277524498423,0.208926298763943,0.266758102267946,0.0289060234815557,0.291197150009171,0.0396750436151183,0.00401538760852905,0.115556557256405,0.0151201739661912,0.364041631056098,0.186184331920995
"BaselTMA_SP43_115_X4Y8_1426",0.371856460317037,2.21011373827737,2.18876503790021,2.74530070090947,0.0901912940954472,0.314379866640095,2.06410289599311,0.117856424935307,0.149649119949649,0.107252535329418,0.430989931467568,0.430989931467568,1.20426742335751,0.0308709625358915,1.64667103087719,0.0820755260881055,0.24250797421968,0.24250797421968,0.274279221018579,0.573362802498465,0.205504725846742,0.182403189871887,0.0591327219922194,0.134519291224979,0.134519291224979,0.766518095367132,0.0710274693606231,3.94152029466074,0.108848699452149,0.288286119865409,0.0415605432221235,0.556666835934217,0.231352819103438,0.143046633622931,0.115406228567356,0.0709334109573491,0.637673582313742,0.254219100079509
"BaselTMA_SP43_115_X4Y8_1427",0.313585446811063,1.71377724621986,1.91076232244432,2.48845983963882,0.208822029867978,0.354569821812297,2.03401928105683,0,0.264071507155959,0.18752772839313,0.472706447335432,0.472706447335432,1.17046390767833,0.094732070300087,0.683408845267438,0.143922902920119,0.384400667417342,0.384400667417342,0.228722887107851,0.798701556165224,0.151040359774805,0.110159279233738,0.212550780987274,0.00619342027931449,0.00619342027931449,0.401425221097031,0.158868594128491,3.27549326122777,0.0146132938249394,0.284157704208819,0,0.403380809097096,0.0494046833438486,0,0.129813175666585,0.171182661061719,0.656508155285926,0.475440753970369
"BaselTMA_SP43_115_X4Y8_1428",0.915903742259925,1.96473718921609,1.57313958738702,1.99131864665073,0.275887229348218,0.524816635890178,1.95986566724114,0.0446051450087176,0.409049565132271,2.82077036733018,0.935974604995376,0.935974604995376,1.85269917935691,0.124159445988475,1.00004685925091,0.156581441793916,0.383104879840132,0.383104879840132,0.621325978767428,1.31326969821599,0.159548807408824,0.388788178339697,0.226788271093841,0.129125196889562,0.129125196889562,0.622617376607229,0.110425526476599,5.03955330300528,0.672086195166422,0.815228302649617,0.0824437460849115,0.738533138779442,0.107289349852873,0.174722740924055,0.297218447052611,0.294937079786398,0.727709501209353,0.947568580212541
"BaselTMA_SP43_115_X4Y8_1429",0.583587446867767,1.84210856705604,2.26005699079528,2.7906511734943,0.290715406491417,0.354613599493373,2.33730192516795,0,0.130308915686348,0.155930669861716,1.7181411172711,1.7181411172711,1.86341548113017,0.0391039144057379,2.56961951912087,0.307920592004437,0.439137589531782,0.439137589531782,0.626815365913548,1.15336428594975,0.218329349867228,0.110998364012622,0.136303565459698,0,0,0.650785185249257,0.233384003837386,4.31811591575071,0.158662803919931,0.406338588631821,0.105714045624485,0.642621673004749,0.17533125446211,0.424811774395183,0.303817292134813,0.241974165361789,0.90305041868434,0.713364615683373
"BaselTMA_SP43_115_X4Y8_1430",0.248508303139725,0.737639528341014,2.05755208031339,2.57395051144809,0.0629546207447973,0.0625504128229529,1.36265845833626,0.0319683077934864,0.133898358518907,1.83500343534166,0.275836350532093,0.275836350532093,0.443422400604164,0.0404602587600356,0.116666282849719,0.146678317447771,0.322381238291886,0.322381238291886,0.0643937836278859,1.18202629889691,0.100748681470607,0.0295118898249092,0.0480383252101796,0.0890666288190422,0.0890666288190422,0.447192225717815,0.0630044739624455,3.19106989889817,0.113940509751765,0.198618301600412,0.0449507104767514,0.22842891426211,0.0467037382019815,0.0125736770545187,0.142508653637124,0.128531541816393,0.415236410532115,1.45169472249513
"BaselTMA_SP43_115_X4Y8_1431",0.476606199254733,2.10364715223642,2.30860436675779,2.95126023219367,0.0609211747117691,0.3294727935347,2.12011002374434,0.0551202265033013,0.187268148048378,0.70797079278051,0.393115583326379,0.393115583326379,1.20083671845677,0.0847580030733317,1.18057769112331,0.188635307600832,0.446488807908931,0.446488807908931,0.511922384208154,1.72441417383433,0.136616556911128,0.0588335766275013,0.173089983024259,0.0938064332588526,0.0938064332588526,0.570889821742975,0.115199678324639,4.58851345701427,0.203322234589321,0.396323405935257,0.0530968873119325,0.468813351515043,0.0262294067016053,0.0388987238501338,0.209038092073655,0.133984814935861,0.623684081432458,0.417651264793398
"BaselTMA_SP43_115_X4Y8_1432",0.302585089302177,1.79418059145843,1.89935242689235,2.48858717062552,0.125949636853635,0.273380157894556,1.64563316181566,0,0.0375625433525377,0.255462917251703,0.445489558626965,0.445489558626965,1.23488994826818,0.0380208703898957,1.23629015031192,0.0811896272198766,0.307115326993798,0.307115326993798,0.354613953876679,0.599839892465037,0.132282628121705,0.193259040853985,0.165209410631804,0.0219487978399514,0.0219487978399514,0.396275267191323,0.0419440454788886,3.7619435843452,0.0653961223851526,0.183972717116701,0,0.432305246424955,0.113969729846055,0.0563421642985148,0.139307506243086,0.0717916930083661,0.389498931117646,0.543675130946909
"BaselTMA_SP43_115_X4Y8_1433",0.540001889721251,1.95155306503624,2.04031867549262,2.62335450577466,0.154574808626107,0.376783668341389,2.00060798273715,0,0.094686444347679,0.121179437487813,0.417617618774535,0.417617618774535,1.18692259986415,0.1159124226336,1.78734150880463,0.170036235175384,0.191921292251294,0.191921292251294,0.372156874501334,0.658134933133274,0.131276835228406,0.0410637472282233,0.0701752324665301,0.0210784027930041,0.0210784027930041,0.505935403559348,0.129338139070821,3.98170132248164,0,0.340994545243197,0.0769140662552387,0.452056609324891,0.304210370968456,0.189828678689082,0.193757028771642,0.142926110346586,0.638549089612531,0.267125802245339
"BaselTMA_SP43_115_X4Y8_1434",0.349456449365357,1.69277792998623,2.3465441904658,2.88503934802849,0.0620036022691199,0.511170011650906,2.41560670773732,0,0.120574607498369,0.021723087886151,0.784265661092279,0.784265661092279,1.13867976605864,0.144496133911522,2.08872873488847,0.161306865153837,0.287661669865225,0.287661669865225,0.496600562435878,0.869887171402621,0.0767336121148857,0.0972264539647545,0.0401608587877669,0.0914363824682204,0.0914363824682204,0.709862005765712,0.130392910512605,3.52843646403342,0.050461652463328,0.221102546128579,0.0820055766011078,0.573424848902507,0.291875481316942,0.316820322855935,0.220401269099553,0.150242278357268,0.69245941132772,0.301470742033958
"BaselTMA_SP43_115_X4Y8_1435",0.305323539100015,1.47110099198739,1.56149773063151,2.30515385054091,0.029638066064966,0.0705835412541259,1.59972285735247,0.0311859727153281,0.0614732250042361,1.79888486146363,0.741781731041057,0.741781731041057,1.06396911192276,0.0757465735453878,0.999152781239794,0.196777533775609,0.233961765818948,0.233961765818948,0.236169282456012,0.510815634600403,0.0294300235510924,0.106310606654737,0.0634216968730309,0.177436700190184,0.177436700190184,0.361893859331896,0.0947860478908582,4.04211101260697,0.297268139046283,0.219234010125642,0.0240675627796833,0.334841796648823,0.121358751721836,0.126090348075504,0.0307721358447179,0.426667869970923,0.44343947881694,0.366181927099316
"BaselTMA_SP43_115_X4Y8_1436",0.545406483547254,2.05747849878847,1.78529599962187,2.45756204901072,0.0116532729398403,0.361721358084435,2.04809470177096,0.0700123441847463,0.0928239642270973,0.0555150712182576,0.691691652877428,0.691691652877428,1.23443785443282,0.0844413548713396,1.34383104087054,0.0990592766669087,0.323999334386759,0.323999334386759,0.407321306523473,0.630337593055923,0.0538650040209188,0.146481800087988,0.0652288510173275,0.032198698879993,0.032198698879993,0.379878629467233,0.114129574776093,3.86892409874983,0.141089306692256,0.185124670543147,0.00118942643975544,0.589113243733963,0.226225051931433,0.00887647123293189,0.19814801458743,0.0767156219622258,0.603998300110477,0.46273318521566
"BaselTMA_SP43_115_X4Y8_1437",0.449065302538944,0.621703790177389,1.58581215318168,2.17281966279263,0.0899057791354402,0.192229502933456,1.48034228067165,0.0214986471382696,0.227614846218222,3.48903156559347,0.272146371828505,0.272146371828505,0.368915459139031,0.0458358670345851,0.132492596738768,0.0659481185931029,0.389985574860213,0.389985574860213,0.287158272521723,2.12940776315853,0.0550023201584238,0.16016902224193,0.0357472361077232,0.0586965321252294,0.0586965321252294,0.365828066020422,0.0648558085274593,3.76032436797123,0.299960109288055,0.363742530094163,0.252791266659943,0.409319228614422,0.110417960739522,0.0746477373993733,0.269279336400976,0.264755478213585,0.564896622160831,0.574322380959735
"BaselTMA_SP43_115_X4Y8_1438",0.43098189323132,1.69893652310634,2.17005531955319,2.66266365234803,0.140995211717235,0.385655598233867,2.31914919471154,0,0.0690495085216438,0.256903934943034,0.387466564253179,0.387466564253179,1.10716746726994,0.0835123777257045,1.12989414206927,0.0478238534537024,0.383642885251658,0.383642885251658,0.476381656996007,0.615311284514353,0.195129985489154,0.11856533647871,0.0935922807717184,0.164610901646363,0.164610901646363,0.547618615833645,0.0487031464066621,3.70803265625774,0.0586808406673185,0.214342821046599,0.020223104426498,0.542986270815661,0.0856308395015547,0.0208090236866381,0.102906666737995,0.12944522931277,0.644440817558137,0.264701936645035
"BaselTMA_SP43_115_X4Y8_1439",0.817838222054019,1.14856453983094,1.33709856767121,1.91570814212404,0.359392580961079,0.413602454822166,1.41274335888145,0.0276502975781007,2.10160913644694,4.11928032244395,0.794379228368647,0.794379228368647,1.09526500132192,0.098949355063363,0.440932436631156,0.266896709634088,0.576551619489756,0.576551619489756,0.286825540090087,1.34108230218735,0.305311893074164,0.243254558640084,0.0716633591174105,0.403934398601576,0.403934398601576,0.529816800882468,0.152461893040985,4.79220390400191,0.385154529203468,1.16054980353693,0.227292196926659,0.726187872182595,0.350345344661819,0,0.270054234697825,0.19034338865553,0.701239390569955,0.656293359069452
"BaselTMA_SP43_115_X4Y8_1440",0.579990406142271,1.7871790911287,1.9844818413268,2.66310378694972,0.142387929595804,0.481296019884609,2.02726159098697,0.0410075748389165,0.125704030468305,0.354126392974572,0.967586534542161,0.967586534542161,1.60468597282753,0.0882879408662016,0.299830565135301,0.148994688215415,0.182619584263447,0.182619584263447,0.492693901933548,1.12379623472484,0.151286461533392,0.131714216642631,0.107815499478522,0.0506104878539384,0.0506104878539384,0.440286315260598,0.0622530206584999,4.62803462893448,0.127741460348578,0.425854653863022,0.041014300324321,0.72683455467048,0.0870188654227039,0.0200994476587529,0.31488820637713,0.178524658691159,0.633559786024993,0.577516726413874
"BaselTMA_SP43_115_X4Y8_1441",0.541871018468664,1.71484858039375,2.41308569794964,2.90933684979275,0.158216241024073,0.595173946112873,2.49937272201947,0,0.161741051298448,0.0979022164314898,0.758729771473937,0.758729771473937,1.40902337072723,0.0631616843361828,0.68872345109108,0.169764484985104,0.324585184821003,0.324585184821003,0.525575765976799,1.43608461391613,0.118029353445153,0.10479786642571,0.160186725352022,0.0635968941200169,0.0635968941200169,0.465321633692011,0.0487890076534977,3.33267500654448,0.0583180241737606,0.301176900281553,0.0936184345434119,0.62140392425605,0.0185302656388593,0.0401190303458574,0.506883198125186,0.182631373771118,0.832797454962611,0.794985217411294
"BaselTMA_SP43_115_X4Y8_1442",0.790596290480612,1.96518424776465,0.972512905731881,1.36239641436576,0.177819831526333,0.350076185883574,1.1796321044529,0.0326928115572773,0.122377111443668,2.15489484188886,0.751765112557389,0.751765112557389,1.81484162750312,0.113604936857026,0.818948168836181,0.178612745758313,0.377828132901651,0.377828132901651,0.601223624393289,0.484635133071025,0.153829200899116,0.210033247325781,0.127006163786562,0.200705005646974,0.200705005646974,0.427934601369572,0.117680983312877,4.39403399966306,0.351408450868255,0.442341138099096,0.0476680684254777,0.757655394300207,0.202369943907031,0,0.191624998729273,0.072047284615998,0.710533696981489,0.415054840056217
"BaselTMA_SP43_115_X4Y8_1443",0.293528735459477,1.54342005561795,1.31299065480258,1.93706161763617,0.036652982986676,0.2273720977828,1.59851606729715,0.00789081458565941,0.0790006723802533,0.0354186992380451,0.264671586044273,0.264671586044273,1.14365871180039,0.0117634321153055,2.13135710563519,0.241119303313069,0.136201620316951,0.136201620316951,0.238281319325952,0.682798257251542,0.197331494745176,0.0256274237898339,0.0571592863882389,0.140817084745661,0.140817084745661,0.369072282497472,0.108546531580003,2.80997799286614,0.0424294437417771,0.14765755373603,0.0776675817898167,0.276385081737808,0.186662106144385,0.34449915341698,0.194950283070675,0.192258358173448,0.394208748837834,0.301475036582008
"BaselTMA_SP43_115_X4Y8_1444",0.544339160505326,0.76266587245114,1.7721881479575,2.40141299166086,0.113774155504969,0.180414623000607,1.72847405375014,0,1.34721906748203,3.89462039999693,0.487104824122405,0.487104824122405,0.698286681451657,0.011331519466253,0.100313207225442,0.142288138343891,0.549045280141738,0.549045280141738,0.310540380655925,1.86971797018602,0.338267745452809,0.436082964566267,0.129682452275171,0.125792696627709,0.125792696627709,0.438055262356941,0.154336663148071,3.6883696590394,0.333473055779145,0.496541810400359,0.104429593128053,0.529157650201516,0.142381448661269,0.0140093945367887,0.408758949294474,0.164210735519682,0.748560191790048,0.49484098615178
