"","EGFR","Ruthenium_1","Ruthenium_2","Ruthenium_3","Ruthenium_4","Ruthenium_5","Ruthenium_6","Ruthenium_7","E-Cadherin","DNA1","DNA2","Rabbit IgG H L","GATA3","Histone H3 antibody 1","Ki-67","SMA","Vimentin","cleaved PARP","Cleaved Caspase3","Her2","p53","pan Cytokeratin","Cytokeratin 19","Progesterone Receptor A/B antibody 1","Progesterone Receptor A/B antibody 2","c-Myc","Fibronectin","Cytokeratin 14","Slug","CD20","vWF","CD31","Histone H3 antibody 2","Cytokeratin 5","CD44","CD45","CD68","CD3","Carbonic Anhydrase IX","Cytokeratin 8/18","Cytokeratin 7","Twist","phospho Histone","phospho mTOR","phospho S6"
"BaselTMA_SP41_117_X13Y3_2100",0.364829679522921,0.796626820527444,0.285659191931439,1.14654661057182,1.12735887567642,1.38124474272284,1.81323397273006,1.51594489962732,1.85168550562152,1.26938347507357,1.79456434117475,0.667445263029683,1.52863393581412,2.49433639096043,0.15378947281439,0.836023037125337,1.10138241645135,0.574197897500096,0.574197897500096,1.68240109561311,0.0933318677221158,2.51877675684067,0.820648804604355,0.470552977630025,0.470552977630025,0.826375445027211,0.660223337004815,0.0930915439639338,0.297800276798376,0.113401142525634,0.0437911606461106,0.0437911606461106,0.549741834622613,0.0750678096443135,2.72379547429991,0.0711156828700911,0.117433341936001,0.063574587830741,0.555984051522931,1.81200879524757,0.435530345372594,0.221322757664293,0.412158761874298,0.779151722101294,0.286289664773752
"BaselTMA_SP41_211_X4Y6_2201",0.159362338133907,1.51296621181369,0.747204040401213,2.0047393882995,1.98166421936772,2.22685100566396,2.83088871066476,2.54924519505798,1.61150572562274,1.0764087770224,1.68440981950955,0.26388830771132,1.16636590581443,2.44286739059558,0.018246276697644,0.0833263191329252,0.0184463371282962,0.436677363329214,0.436677363329214,0.934878077048395,0.131843248445006,3.64923262036059,1.23784549911693,0.698663701574027,0.698663701574027,0.151980298069577,1.17406932761751,0.123845411116499,0.137650239295654,0.033913289711379,0.0619806034960393,0.0619806034960393,0.754221162494471,0.0749976321527625,2.08376896532725,0,0.169575667095088,0.0105177568529876,0.372355293047763,1.1255285933601,0.378959310711968,0.0323816958904905,0.194724405314546,0.90737339269217,0.2561000444078
"BaselTMA_SP41_203_X8Y8_1760",0.225976095633599,0.685459792811236,0.254094207298944,1.14269153057708,0.992128738615287,1.24781432149433,1.74571054098366,1.53471279596284,1.81092598111746,1.40531531752157,1.89940373778395,0.191704817726939,0.570893366743488,1.58935480220093,0.0153554142410263,0.186599311753723,0.225642404628409,0.554342704845037,0.554342704845037,0.592376859319134,0.0770764307956662,2.62078454839037,0.255410841562377,0.533964440623534,0.533964440623534,0.202696895977317,1.9942149560657,0.0820760845940011,0.0315162090070787,0.0943855782208187,0.0450641317708726,0.0450641317708726,0.33023371564889,0.116808222732051,3.21399814961688,0.132973748970608,0.206914874702162,0.00835752947316709,0.308407845819903,0.901990212576948,0.217097601490873,0.212001657486211,0.0789341873454282,0.421682868034047,0.192362688595632
"BaselTMA_SP41_141_X11Y2_5273",0.391688028849174,0.912540297669199,0.369531577024139,1.19190795670409,1.26644779355745,1.27150268065057,1.8644047413817,1.5971285853822,0.380704855394305,0.821768178014221,1.2561372951824,0.117383380180689,0.666383633356261,1.52208000969484,0.0516869562980975,0.0456208446854673,0.313739803696233,1.06011950658157,1.06011950658157,0.469822010335111,0.154961900428542,0.222965149809538,0.221848993892979,0.399070160565577,0.399070160565577,0.270165467820579,1.25053071120261,0.191477391580215,0.240001007707133,0.21881365392879,0.295986262787809,0.295986262787809,0.334043427240092,0.127285215592665,4.96916696157311,1.24103788556967,1.45984217034884,0.114351361660029,0.645890608458038,0.0174056032066255,0.0315539023720316,0.397843208246406,0.193470546077554,0.520837413805594,1.00837957571173
"BaselTMA_SP41_14_X1Y8_930",0.449023978597372,0.721493799623689,0.244705776230299,1.06398324644109,0.986537331174277,1.20260355927031,1.77422884850771,1.49702079882403,1.93119049843119,0.859175810247083,1.2562427229867,0.180971635747095,0.62525254095893,2.12144197509019,0.300976975297224,0.170402222898768,0.117092283978144,0.92722816917132,0.92722816917132,2.27797821429485,0.134692925832052,3.57690823082786,0.779214577323523,0.59086732986574,0.59086732986574,0.628918230135467,0.507346709478348,0.179898024923836,0.180332523060919,0.068778136490568,0.116891979489252,0.116891979489252,0.535988194305415,0.172202107420512,2.44634340365768,0.0901104999270144,0.222788710928228,0.0399694936978677,0.638693682580105,1.93885752364252,0.483766039256411,0.35959312182141,0.170321538516439,0.842555731237637,0.463229949877818
"BaselTMA_SP41_191_X15Y7_1306",0.298244978629192,0.960825460668722,0.388368709848989,1.36650997387075,1.20991922539152,1.53741755356413,2.0186030988698,1.82496632991919,1.5295643105373,1.46356097948242,2.01130891025882,0.076565525031239,0.164233493093829,2.34583530671883,1.60053071402901,0.236433363731982,0.412948046856564,0.581621598036312,0.581621598036312,0.659096548390111,0,0.286834248331959,0.122605651402956,0.452275906964446,0.452275906964446,0.372464704883441,0.508139654656098,0.138530865406721,0.163432313425152,0.0727762642719726,0.00617102722328518,0.00617102722328518,0.280345227918584,0.0607896614782296,3.89118526071284,0.171932063948103,0.325749055054571,0.0314825146979314,0.395244347469602,0.289184904798029,0.0720763855248798,0.123472507227645,0.0964338302636674,0.519776702490753,0.229547544706383
"BaselTMA_SP41_186_X5Y4_1592",0.187357334783354,0.805523072505368,0.39019355534337,1.42641220076835,1.52605623093287,1.57617064894343,2.15126593662105,1.8593350138616,1.66719131501308,1.60764970107241,2.20239630811054,0.770178802022312,1.22682527323317,2.22793227320994,0.764302053526254,0.0238333498995675,1.5014413881179,0.42076511536087,0.42076511536087,0.710605955122295,0,1.54655925652829,0.0472223457894664,0.35571631158604,0.35571631158604,0.28510043856558,0.912520353190763,0.14554897429856,0.226478698530903,0.0905164525785282,0.0253823526088978,0.0253823526088978,0.67850716586894,0.189941801550388,2.79040905421071,0.336931031424504,0.1916796497887,0.0981783030367143,0.563718088253799,1.03507156942202,0.0731329541152257,0.460411653592655,0.313132955002653,0.887559127976507,0.394379994326421
"BaselTMA_SP41_141_X11Y2_5215",0.13134093533754,1.08082796081628,0.502980632069344,1.17051210651129,1.38625257739098,1.72375680464015,2.08403513573877,1.74090481900102,1.22159216612683,1.34573897740127,1.87289317184459,0.00253074812337595,0.0700764197302938,1.23187172106188,0.000203227796029088,0.033824179168416,0.0920803619775338,0.331382594334599,0.331382594334599,0.351525088486197,0,1.73316288054986,0.108899193095339,0.525876192535689,0.525876192535689,0.121269298044298,0.257874312553744,0.0230456007794347,0.0386992714279788,0.0508341328679322,0.0107278005446014,0.0107278005446014,0.225901656588447,0.0233722809416539,2.6194040615518,0.585746320359259,0,0.26327537157561,0.421221021902072,0.318337680744419,0,0.127782584487596,0.115341510041395,0.362085890979031,0.180815627197763
"BaselTMA_SP41_206_X1Y2_1390",0.258782235234358,0.639388003281037,0.206701417555408,0.630835328689657,0.659981395346729,0.986753952328681,1.49978593903956,1.21419351722404,2.06463021311078,0.947789369362227,1.50271753967059,0.0210912258677598,1.02774922899056,2.17819483175965,0.0503831472645889,0.143842946844451,0.0240896316634862,0.491804809357233,0.491804809357233,1.4664473426688,0.0996138882565746,3.23341726610782,0.795447343406308,0.62786203552127,0.62786203552127,0.282513826434404,0.367371230072802,0.0339124051154842,0.15789791275569,0.100151318986052,0.0806409289483368,0.0806409289483368,0.436607571363668,0.123679382776242,2.59463674160364,0.0569151693769728,0.0534830988351169,0.0496858669476286,0.555279578360608,1.82319504405042,0.337071995269011,0.255864324379983,0.0150346638389855,0.884094663922987,0.171306436386998
"BaselTMA_SP41_133_X3Y6_2298",0.393821387315548,0.815235252877501,0.437404807408002,1.26798427408593,1.29111467717035,1.4854643616225,1.92985179340213,1.76551721332252,1.26483808633848,1.62885467598421,2.15097648842064,0.0855887388209284,0.149964634490053,2.34110991793416,0.149399293308971,0.939645233868293,0.527021836624911,0.561470373512872,0.561470373512872,0.598011308054324,0.212494400453075,1.52449095122961,0.135568727416497,0.610178560097428,0.610178560097428,0.373742922755109,1.18098615428942,1.31778955095897,0.122464145704713,0.00487774971514225,0.0704365175914514,0.0704365175914514,0.348094317899394,1.22966936163093,2.40366014231554,0.0434328604787309,0.216454816662366,0.00128541363383505,0.408036225147897,0.0296156425161055,0.0251435128120832,0.242050218240743,0.142018585904525,0.656729068529136,0.569623543089929
"BaselTMA_SP41_134_X3Y8_1196",0.276375204735822,0.767985243132591,0.370487969376215,1.17227042274681,1.10936299842328,1.29588889088389,1.80716145578016,1.52646363641132,0.921188750864728,1.61834662856496,2.16322269847456,0.0630848825734029,0.217044940773096,2.37362455526147,0.0670932505630266,0.50377498518541,1.14196553965232,0.491763942181418,0.491763942181418,0.987174282461001,0.0264465777327732,1.22546962428769,0.231152155377528,0.367805871520017,0.367805871520017,0.146473880861145,0.86071218719342,0.1089323538573,0.140029522577993,0.241706571342334,0.0330912112077654,0.0330912112077654,0.911860365720464,0.0918737427085441,3.31543193254632,0.765522420617037,0.280244730292898,0.333561380206185,0.375933943504418,0.479469932474556,0.14007423736267,0.112805502243001,0.442919921373373,0.556492608225033,0.637593546355522
"BaselTMA_SP41_11_X13Y7_3460",0.0862377287753509,0.65605246434796,0.172587955451247,1.0308718457662,1.06445669850601,1.1993357719389,1.77380681710343,1.45830085964982,1.05869808204889,0.822974303163412,1.45914925917483,0.150979248119044,0.395176138598081,1.91283782076314,0.0454789805766314,0.537638919610009,1.28251723937813,0.341872876377081,0.341872876377081,0.204143170606079,0.0200462765191794,1.83415485643426,0.103748150495045,0.521112922441269,0.521112922441269,0.0655473348983451,0.688517182606965,0.0590921269802717,0.111696077677465,0.03790459432443,0.127245723411688,0.127245723411688,0.298543936731651,0.102855858317423,2.90847562029976,0.0217258018353735,0.0471073690123298,0.0278191782268957,0.357581679553695,0.210342013721713,0.0452157628744423,0.165307860573823,0.0962384202685797,0.390886748100346,0.284880439326997
