,Stromal,B cells,T cells,Macrophage,Epithelial (basal),Epithelial (luminal),Other
BaselTMA_SP43_115_X4Y8_856,0.5274232984446309,0.1618630341052773,0.018612898855374052,0.10113466932330828,7.829864998594517e-05,5.172283887279566e-11,0.19088780056970073
BaselTMA_SP43_115_X4Y8_857,3.080037063147116e-05,0.0014287420812559154,7.566157359545189e-07,0.0007246930780151826,0.9954225987084377,2.1900023201804406e-06,0.0023902191436036085
BaselTMA_SP43_115_X4Y8_858,0.0002013009717854961,0.14403546632126651,2.2614602094139778e-05,0.10972848094298628,0.31548510240037975,6.183898424908328e-09,0.4305270285775894
BaselTMA_SP43_115_X4Y8_859,1.3312831373205586e-08,1.1232269113232293e-07,1.531579691533989e-09,1.6239501214633005e-08,0.9999942235937105,5.558254189588697e-06,7.474549634554136e-08
BaselTMA_SP43_115_X4Y8_860,1.0293282764500034e-08,9.472160840693031e-08,6.390658706497534e-10,1.1112368175112434e-08,0.9982849267034324,0.0017149192614893765,3.7268752911397454e-08
BaselTMA_SP43_115_X4Y8_861,4.8936766959917235e-08,1.6871691979451053e-05,2.0117579843115187e-09,3.3296271597791308e-06,0.9999625425169465,4.2695541163604745e-07,1.6778259977767403e-05
BaselTMA_SP43_115_X4Y8_862,0.03515028070243748,0.09688475492661158,2.577118476799495e-07,0.0776771112648183,0.5919815794142924,7.091978018768386e-08,0.19830594506021243
BaselTMA_SP43_115_X4Y8_863,5.790429546711036e-07,1.1064782934739542e-05,9.676085384191257e-06,2.9888090636927713e-06,0.9998229757915141,0.00014765362396844037,5.0618641801427884e-06
BaselTMA_SP43_115_X4Y8_864,5.0264502130477374e-05,0.0019192516757510112,5.424978514525978e-07,0.001299670927385951,0.9951093979951061,1.1986226096289086e-05,0.0016088861756787798
BaselTMA_SP43_115_X4Y8_865,8.296619769268245e-07,2.980511220603369e-05,5.9419116549919195e-09,9.389285414137531e-06,0.999929058972954,2.999722246050734e-06,2.791130329105471e-05
BaselTMA_SP43_115_X4Y8_866,1.8305611429266133e-06,0.0005138927867901583,1.2228079383243878e-07,0.0002089162072821799,0.9986342507723898,9.564349461691249e-08,0.0006408917481066933
BaselTMA_SP43_115_X4Y8_867,3.073803482017338e-06,0.000642957145847654,5.196654593954858e-07,0.00022110457169081607,0.9981304866010768,1.5189897799164904e-06,0.001000339222663168
BaselTMA_SP43_115_X4Y8_868,1.5208053510420738e-06,0.0010224472001986791,1.462948237955045e-08,0.0003150548305976032,0.996810275077334,7.889598150477804e-07,0.0018498984972213288
BaselTMA_SP43_115_X4Y8_869,4.331919154946115e-12,1.3893894491051493e-11,5.047480227040751e-14,9.136543706031695e-13,0.00015447103962958205,0.999845528937666,3.5145934124749235e-12
BaselTMA_SP43_115_X4Y8_870,3.035575985846871e-05,0.18840505262143328,9.138941749279418e-07,0.1675008163263341,0.20385883284324394,2.2024683809960652e-09,0.4402040263524869
BaselTMA_SP43_115_X4Y8_871,4.094808680873918e-08,1.3317888875946793e-06,7.451146451575104e-10,2.3792471627731566e-07,0.9999384049575697,5.931505635515397e-05,6.685792698837227e-07
BaselTMA_SP43_115_X4Y8_872,8.836254576983398e-06,0.002947031930690641,1.590139367731357e-05,0.0008366827587676827,0.9909123123945942,0.0012387958062388363,0.004040439461454412
BaselTMA_SP43_115_X4Y8_873,0.006596638496072345,0.2656744327138012,4.4013577959566596e-06,0.25219865847193573,4.358329258243747e-05,1.791564905949862e-11,0.4754822856498966
BaselTMA_SP43_115_X4Y8_874,4.4937286889618366e-07,0.00014681136891599452,1.307700395992074e-08,3.812976872872386e-05,0.9995902074602694,5.109215336659266e-07,0.0002238780306793686
BaselTMA_SP43_115_X4Y8_875,3.220697092105545e-07,0.0005340080547961461,3.798033059669483e-08,0.00013660455521564307,0.9986792979289567,7.888497405782375e-07,0.0006489405612512144
BaselTMA_SP43_115_X4Y8_876,0.9202101866989256,0.020649247015745144,4.4992556982735396e-07,0.01934620496533922,2.3032613985039516e-05,1.7321697667816175e-08,0.03977086145873746
BaselTMA_SP43_115_X4Y8_877,0.1037926886482678,0.0014107696042858738,0.8921065213912605,0.002009564996405482,0.00029734748283082973,8.472880593992939e-09,0.00038309940406904556
BaselTMA_SP43_115_X4Y8_878,8.657446245754486e-06,0.1800633420785734,2.345953485496764e-05,0.12718904300868414,0.05846638033705997,1.5508268599262994e-09,0.6342491160437549
BaselTMA_SP43_115_X4Y8_879,3.939935044583078e-11,9.180378120154594e-11,1.2350789139618876e-12,1.0739441120329531e-11,4.0752005920577124e-05,0.9999592478258138,2.508820312322919e-11
BaselTMA_SP43_115_X4Y8_880,0.8574869934859979,0.03842697688329904,9.2648319157943e-08,0.04163632660289513,1.5431072283865378e-05,4.947539858379951e-09,0.06243417435966526
BaselTMA_SP43_115_X4Y8_881,3.789290228016962e-05,0.25514447937825313,4.601485300766463e-06,0.2145370322017231,0.09914509276640367,4.067590567640289e-07,0.43113049450698243
BaselTMA_SP43_115_X4Y8_882,6.487277021058971e-07,1.2613186664583378e-06,1.4426648024398946e-08,2.1519473616807813e-07,0.6084946375228214,0.39150242713333194,7.956760938921198e-07
BaselTMA_SP43_115_X4Y8_883,2.9772432177094624e-05,0.0438165832376987,6.834197707569239e-07,0.0215541640768289,0.8708670085549062,2.4800076701392426e-05,0.06370698820191693
BaselTMA_SP43_115_X4Y8_884,1.36467810308081e-07,6.161911879454266e-05,1.848395583162502e-09,1.1622425036145231e-05,0.9998386568520815,4.687155383114486e-06,8.327613249852454e-05
BaselTMA_SP43_115_X4Y8_885,1.5425773209974433e-05,8.640846234816797e-06,0.9999620058492507,1.0858437764390447e-05,2.0496543478288625e-06,8.046939850170304e-15,1.019439184366358e-06
BaselTMA_SP43_115_X4Y8_886,2.875635161058189e-05,0.0032424581735057386,5.343611761454665e-07,0.002045269493382904,0.9896054016661369,1.1648084034354314e-08,0.005077568306103577
BaselTMA_SP43_115_X4Y8_887,0.06911716248323757,0.2768863904258193,2.8743879514817098e-05,0.45796008383613324,0.0006059382049641688,1.9155499071577812e-09,0.19540167925478108
BaselTMA_SP43_115_X4Y8_888,5.54826016000625e-05,0.0619063514871061,4.267976215010068e-07,0.03981276385790296,0.7481441033912123,2.0771322028128167e-07,0.1500806641513367
BaselTMA_SP43_115_X4Y8_889,7.195232034924699e-08,8.279353622668549e-07,2.4744747740945266e-08,1.0461133188393715e-07,0.9851981083811889,0.014800363800497731,4.985745513091696e-07
BaselTMA_SP43_115_X4Y8_890,1.6864890768817482e-06,4.4960444317417605e-05,1.711115396372029e-08,9.427480893563473e-06,0.9785094214331768,0.02139408726697451,4.03997744069433e-05
BaselTMA_SP43_115_X4Y8_891,5.248627713582801e-05,0.0003870100621933662,0.0026309525842982827,0.0002123997035769207,0.9294244468551323,0.06719217277637647,0.00010053174128686828
BaselTMA_SP43_115_X4Y8_892,0.9998160554268744,3.8674865203739934e-05,7.442092589652552e-05,3.078817746897995e-05,7.984796395107374e-07,2.434689174054779e-08,3.923777802528064e-05
BaselTMA_SP43_115_X4Y8_893,8.373788509050851e-05,0.0912267063773417,3.5882118859805897e-06,0.06197769516413442,0.6059360350899057,6.964250970396518e-09,0.2407722303073907
BaselTMA_SP43_115_X4Y8_894,7.341832408227723e-08,1.0577548251265029e-06,7.496866192611505e-09,1.873549321740302e-07,0.9995103780159698,0.00048781390045544927,4.820586274016072e-07
BaselTMA_SP43_115_X4Y8_895,0.9890008331374356,0.0037988412665441998,1.4657912481135387e-05,0.003659744157727465,1.3700142063489459e-05,2.732586047173845e-09,0.003512220651162199
BaselTMA_SP43_115_X4Y8_896,0.043323645703452304,0.020287261675320842,0.9015696686705134,0.02703720655366672,0.0007719142337395698,9.050125173404649e-10,0.007010302258294517
BaselTMA_SP43_115_X4Y8_897,2.8185949214237233e-06,0.009100266192547763,1.3138290045480917e-07,0.0040381668380225525,0.9694822759290296,1.1465998634464645e-08,0.017376329596579653
BaselTMA_SP43_115_X4Y8_898,0.0844877573804695,0.26466689133363097,1.119853071038776e-05,0.27309472783732436,0.01023554339061263,9.79223649105985e-09,0.36750387173501553
BaselTMA_SP43_115_X4Y8_899,7.683883877789553e-09,9.843131998784324e-07,5.954506023917094e-10,1.3261760780930775e-07,0.9999974892683184,7.496203354814107e-08,1.3105595058557563e-06
BaselTMA_SP43_115_X4Y8_900,0.0004275697256694282,0.01884314985093959,4.5778886191165305e-05,0.00935542302290019,0.7524544178088352,0.19623736190289692,0.02263629880256769
BaselTMA_SP43_115_X4Y8_901,2.1617338937123836e-09,3.214802722141282e-08,4.1638957489992036e-12,3.2890805782076515e-09,0.9999514227797481,4.852311574855626e-05,1.6501497619070093e-08
BaselTMA_SP43_115_X4Y8_902,1.088824396768425e-06,4.6012810496511633e-05,1.2287046850976942e-08,1.3459409909797321e-05,0.9998571982802523,4.911652126671076e-07,8.17372226851733e-05
BaselTMA_SP43_115_X4Y8_903,0.0014022692495213975,0.17636146047471646,2.1455404916046427e-07,0.11817270246582584,0.005400137735203048,4.545349367120884e-10,0.6986632150661493
BaselTMA_SP43_115_X4Y8_904,0.17173352261484653,0.22043964238826375,3.321059811380746e-06,0.23674505958085068,0.0002565211545979453,5.10644397691482e-09,0.3708219280951857
BaselTMA_SP43_115_X4Y8_905,3.264607406894019e-06,0.006370088778842729,2.994124489673745e-07,0.0020419644647620095,0.9776976132878193,1.171288639033367e-06,0.01388559816008107
BaselTMA_SP43_115_X4Y8_906,0.8429739627486221,0.04031131344226197,1.244713968250536e-07,0.03711248230352364,3.554085312075833e-05,6.373975004979009e-09,0.07956656980709968
BaselTMA_SP43_115_X4Y8_907,1.9446725760124287e-08,4.875136720419878e-08,1.7043736100841414e-10,4.72713598737697e-09,0.34839401610252346,0.6516058856662754,2.5135534759702925e-08
BaselTMA_SP43_115_X4Y8_908,5.748789582044233e-08,5.970685061462476e-06,3.563111056946753e-10,9.045644635748193e-07,0.9999447842494574,4.1979345428016336e-05,6.3033113825944726e-06
BaselTMA_SP43_115_X4Y8_909,0.20467132962476073,0.00337123513024004,0.7853184475379265,0.004680690464449615,0.00071069485200864,7.289591982349106e-08,0.001247529494694679
BaselTMA_SP43_115_X4Y8_910,0.9829342979111076,0.005082992768010218,7.016859484351339e-06,0.003962254469194145,1.5753139042376675e-06,1.0733008019942806e-09,0.008011861604998654
BaselTMA_SP43_115_X4Y8_911,0.6618275176836108,0.09024496297041153,0.0002481098472132743,0.08098114269661699,0.0010439805603983424,2.0153800807302262e-07,0.1656540847037411
BaselTMA_SP43_115_X4Y8_912,5.804004655077361e-15,2.2763110009642667e-14,1.4152691254033376e-16,1.2675953109847402e-15,1.626831583150117e-07,0.9999998373168084,3.130350805123725e-15
BaselTMA_SP43_115_X4Y8_913,0.972438129554599,0.007832408284948618,1.0512687863025221e-06,0.005893492095835241,1.0243568156173365e-05,2.066465922694515e-09,0.0138246731612088
BaselTMA_SP43_115_X4Y8_914,9.226897888058503e-07,0.0041326599357314935,1.7078835481046495e-08,0.0012879072220034213,0.9854699275059808,4.772994656634303e-08,0.009108517837713478
BaselTMA_SP43_115_X4Y8_915,0.22948215777440545,0.2535683572210111,1.3990869318415941e-05,0.27308118847959256,0.0002296789552110556,2.028422878379467e-10,0.24362462649761915
BaselTMA_SP43_115_X4Y8_916,0.27749119332471334,0.1621328374180636,1.7072552595098418e-06,0.15569599057788563,1.4152493521819792e-05,4.255582198067833e-09,0.4046641146749739
BaselTMA_SP43_115_X4Y8_917,0.8869027130504615,0.029754870884841373,4.515957221470351e-07,0.030869926115994855,4.4480746440036056e-06,5.05500680105177e-09,0.052467585223329026
BaselTMA_SP43_115_X4Y8_918,4.393841135084786e-06,1.7642971471117077e-05,5.608906956219661e-06,5.213709156255326e-06,0.5675046342860341,0.43245621629749864,6.2899877483766475e-06
BaselTMA_SP43_115_X4Y8_919,0.9961799588966951,0.0007706691470228707,0.001426225857779956,0.0007304079080108953,0.00018199222359706677,5.459794972919202e-07,0.0007101999873970305
BaselTMA_SP43_115_X4Y8_920,1.7677171729885345e-09,4.814503034199861e-08,6.07419866783443e-11,4.647364262914166e-09,0.9957359694706994,0.00426396476252166,1.1145925079232177e-08
BaselTMA_SP43_115_X4Y8_921,4.258043984864583e-05,0.021795410033523987,2.1710409337202035e-06,0.011554884638550998,0.9077705042263514,7.431017800335499e-09,0.05883444218977348
BaselTMA_SP43_115_X4Y8_922,2.731182238032999e-06,0.0001143551890333913,1.4095710889440425e-07,3.767397034438451e-05,0.9996921612734697,6.969929326594138e-06,0.00014596749847880917
BaselTMA_SP43_115_X4Y8_923,0.00012707682865837028,0.0010808384266738163,0.9972761746738259,0.0012557952144869899,2.9794507428005914e-05,5.241704114478652e-14,0.00023032034887449936
BaselTMA_SP43_115_X4Y8_924,6.877702575651714e-06,0.03467918662612656,1.05298420474288e-06,0.018051968250417227,0.8760761680618905,1.0216853379129422e-08,0.07118473615793197
BaselTMA_SP43_115_X4Y8_925,0.5516419285438983,0.13092869687182399,0.0023270309101897004,0.08680149549414319,0.002985630569030921,1.3745676072925352e-08,0.22531520386523782
BaselTMA_SP43_115_X4Y8_926,0.6670133631090265,0.09121596083706934,0.0027513016517145884,0.1040539873659428,0.0657599733655711,3.87680153023811e-07,0.06920502599052285
BaselTMA_SP43_115_X4Y8_927,9.772973215839382e-07,0.00018014294702538172,5.083282486805826e-07,6.411690190152123e-05,0.999607975545502,8.90268182680714e-07,0.00014538871181818495
BaselTMA_SP43_115_X4Y8_928,1.0746044601734034e-05,0.012444277647252944,5.973399658139882e-06,0.006216453392320887,0.9579290227105521,7.238754653612252e-08,0.023393454418067502
BaselTMA_SP43_115_X4Y8_929,0.021609559153252588,0.23524433600388747,1.1378076111047254e-06,0.20012832206285544,0.008813778349971055,3.978213791128423e-09,0.5342028626442085
BaselTMA_SP43_115_X4Y8_930,1.1515581762558204e-05,0.009697306416398719,1.449050463131136e-06,0.004250895492360312,0.9604130808915091,1.2421475565686086e-07,0.02562562835275049
BaselTMA_SP43_115_X4Y8_931,2.0851513624936094e-09,1.3462244503652414e-07,3.714487357850363e-12,2.1284350708285535e-08,0.9999995737065107,2.138694923976663e-07,5.442833522664996e-08
BaselTMA_SP43_115_X4Y8_932,1.4194604495915468e-06,7.512723118203928e-05,0.9979440682882229,0.000160396564888836,0.0018099874392210461,4.087928513913259e-09,8.996928107155285e-06
BaselTMA_SP43_115_X4Y8_933,1.8489591240035067e-06,2.595682663667269e-05,0.00015765455526856324,1.1536795885253995e-05,0.9997789514261618,1.6130869838597875e-05,7.920567085177235e-06
BaselTMA_SP43_115_X4Y8_934,2.4889164343052153e-06,0.00013093410937527859,1.9752022506622943e-08,4.4243765288837465e-05,0.9995934658241846,8.35164759768284e-07,0.0002280124679345527
BaselTMA_SP43_115_X4Y8_935,5.182242805248076e-07,8.829039669815625e-07,3.369140652123619e-08,2.3683278176979642e-07,0.009782343393511852,0.9902154426407658,5.423132865350913e-07
BaselTMA_SP43_115_X4Y8_936,0.9986796329801481,0.0004858670263668156,1.3752027861390906e-06,0.0005746461637496297,2.1573654709965328e-06,5.756111254324298e-10,0.0002563206858670288
BaselTMA_SP43_115_X4Y8_937,0.00041629830280985673,0.0025536139998042382,1.8260257177889017e-06,0.0018405886896116581,0.992159695085412,7.345392655729761e-07,0.0030272433573789383
BaselTMA_SP43_115_X4Y8_938,0.9233417930755009,0.0209835764276583,1.7160082713110106e-06,0.01581737937711406,1.595300113082393e-05,1.8060930716634448e-09,0.03983958030423151
BaselTMA_SP43_115_X4Y8_939,0.9971589236728119,0.0009243142708749919,1.6852464172846925e-06,0.0010233280755052438,8.173405871746256e-06,2.370660371177255e-08,0.0008835516219152325
BaselTMA_SP43_115_X4Y8_940,0.9979394624305746,0.0007134239955290903,1.2901043835406958e-07,0.0008503300003659829,3.535884163692366e-06,1.587543972927537e-09,0.0004931170913842182
BaselTMA_SP43_115_X4Y8_941,1.0781960387180022e-06,5.769913187448119e-06,0.9999874409834905,4.000010749361336e-06,3.6831185365980907e-07,3.937052959089755e-17,1.3425846801815274e-06
BaselTMA_SP43_115_X4Y8_942,1.703842310161037e-05,0.028109403284531265,2.9704730435089303e-06,0.01174038040787394,0.8979913215309978,3.069304811655301e-06,0.06213581657564041
BaselTMA_SP43_115_X4Y8_943,7.6011279717428164e-06,0.0035294405311388304,0.09024154822982218,0.003226405818747489,0.9019897274302497,1.562921663646505e-08,0.0010052612328534623
BaselTMA_SP43_115_X4Y8_944,2.0764000629491095e-06,0.0023681833891961044,3.89315458043172e-08,0.0008979467436850311,0.9915039337085929,2.2893093283077106e-08,0.005227797933823855
BaselTMA_SP43_115_X4Y8_945,4.776145632830897e-06,2.9977558417347117e-05,1.285129602174583e-06,8.165339389355665e-06,0.981616190426544,0.01831887082898135,2.0734571433185098e-05
BaselTMA_SP43_115_X4Y8_946,0.0004890712247415178,0.00047266579873319237,2.6427154504253266e-07,0.00026763630817091324,0.9979894900571125,8.24445349665067e-06,0.0007726278861999753
BaselTMA_SP43_115_X4Y8_947,0.9976793887814273,0.0005184453219226242,1.3355431443260003e-06,0.0002989298211968089,2.8659392301690637e-07,5.223016481916512e-09,0.00150160871536927
BaselTMA_SP43_115_X4Y8_948,4.907244632715419e-07,0.00027976800140455595,3.024884043907551e-07,6.875193112420505e-05,0.9993113671502311,3.857363645309461e-06,0.00033546234072683224
BaselTMA_SP43_115_X4Y8_949,0.9842707874148285,0.004962023550431031,6.914745580394124e-05,0.007228663448960342,0.00011144939300466682,1.8595752232638942e-07,0.003357742779449084
BaselTMA_SP43_115_X4Y8_950,1.4415809753282075e-08,1.925214915651179e-06,3.1206007286309e-09,4.392941613957148e-07,0.9999966208369823,3.5134294668396647e-07,6.457745833753389e-07
BaselTMA_SP43_115_X4Y8_951,2.2967280638567857e-10,8.183064104779805e-10,2.6808526465340136e-13,3.348486587466843e-11,0.9440907447434385,0.05590925371955937,4.552700937725866e-10
BaselTMA_SP43_115_X4Y8_952,0.07602399982397277,0.06821387501080385,0.6636545632792801,0.1744520954493955,0.005287521529247678,2.228621621801683e-08,0.012367922621083924
BaselTMA_SP43_115_X4Y8_953,0.08003370809616842,0.11234417555267658,0.6358648429381214,0.09625697678441258,0.0005955196575885848,1.286592699127524e-10,0.0749047768423732
BaselTMA_SP43_115_X4Y8_954,1.9201707338856254e-07,9.550639134468457e-05,5.671586545401242e-08,2.0811076030126887e-05,0.999742172079182,4.5604578988454664e-07,0.00014080567471434744
BaselTMA_SP43_115_X4Y8_955,1.0013565307170669e-06,0.0001297682656329279,0.5558680253484631,0.00011393365541711816,0.44387695514362474,1.8714386765320951e-07,1.0129086463557718e-05
BaselTMA_SP43_115_X4Y8_956,0.8928591119734645,0.02750525387335363,2.402092924857947e-05,0.020685501434735097,9.486281787542012e-06,4.954920102614628e-09,0.058916620552490515
BaselTMA_SP43_115_X4Y8_957,7.133595226462052e-05,0.19911025559245055,2.78168194415144e-06,0.19755824655330248,0.03262852180989153,1.947543337991198e-09,0.5706288564626034
BaselTMA_SP43_115_X4Y8_958,0.9207214859126193,0.019662296655147713,4.590269452360665e-07,0.020349291168622555,3.289536517263499e-06,1.5225102334184784e-08,0.03926316247504555
BaselTMA_SP43_115_X4Y8_959,0.00010717713952388304,0.13092083172532099,1.0682772457543699e-05,0.09544663134501095,0.3919383703516932,5.320535465771702e-09,0.38157630134545795
BaselTMA_SP43_115_X4Y8_960,3.878109527782015e-06,0.05665542115273885,4.5654930118712255e-07,0.026271724173309394,0.7527286230994659,2.2624362484734278e-09,0.16433989465322063
BaselTMA_SP43_115_X4Y8_961,1.2643523736820273e-08,1.121663791141674e-07,1.2096820601835965e-08,1.3633347361683452e-08,0.29297979551186637,0.707020031008036,2.2940026824263008e-08
BaselTMA_SP43_115_X4Y8_962,2.564652063570738e-13,8.328370516797918e-13,5.873680675117386e-15,5.936599313181637e-14,2.872863597820116e-06,0.9999971271350911,1.5650975182111745e-13
BaselTMA_SP43_115_X4Y8_963,3.5133980788441496e-07,7.452516792354775e-06,5.9586206284155984e-08,2.442126056990957e-06,0.9999842979413338,1.3763505562405987e-06,4.020139246326561e-06
BaselTMA_SP43_115_X4Y8_964,9.967508843802077e-08,4.608272842968531e-05,6.506324850460566e-09,8.32314355470585e-06,0.9998827287811433,3.344204975791974e-06,5.941496048303936e-05
BaselTMA_SP43_115_X4Y8_965,0.48064691915160596,0.12753714012223707,0.00020464816243217452,0.08295567123436719,0.04057893314650116,1.239244260459068e-07,0.26807656425843035
BaselTMA_SP43_115_X4Y8_966,0.004706405230148405,0.0012674389886628533,0.9894237587736965,0.002104573324791867,0.0021480845821056404,1.2321856564416247e-08,0.00034972677873831176
BaselTMA_SP43_115_X4Y8_967,0.641629443315077,0.08460195750537715,4.544823078492328e-07,0.054609066249075106,5.346404026273013e-06,1.056721427845679e-10,0.21915373193846452
BaselTMA_SP43_115_X4Y8_968,0.048479369776462056,0.2493763514590312,3.3915303268695837e-06,0.23215643744095854,0.00025148991554104427,5.759201724749761e-10,0.46973295930176007
BaselTMA_SP43_115_X4Y8_969,2.4732680994567574e-05,0.05564517645890778,1.0675900455335655e-05,0.026723791651341214,0.808751911040913,2.4134365404646743e-06,0.10884129883084775
BaselTMA_SP43_115_X4Y8_970,3.061528660662533e-05,0.17749186410566148,3.64532787297068e-07,0.1679233571774675,0.006130157153912981,3.1659890197872085e-10,0.6484236414269653
BaselTMA_SP43_115_X4Y8_971,5.457283070478832e-05,0.030555315169274035,1.6992217912371844e-07,0.01854963579481496,0.8815300441953613,2.3268044640030474e-09,0.06931025976086101
BaselTMA_SP43_115_X4Y8_972,5.687921267387211e-09,1.4429641153032055e-08,1.387791473955205e-11,1.0408440087961503e-09,0.9603942956512272,0.0396056732552276,9.92126092737682e-09
BaselTMA_SP43_115_X4Y8_973,1.743853405083566e-08,1.6744884833480707e-07,1.3637019639906677e-09,1.971484158662663e-08,0.9945067547336722,0.005492968703378577,7.05970231868392e-08
BaselTMA_SP43_115_X4Y8_974,4.373914099967859e-06,7.434065974251401e-06,0.9999618948927017,1.5859210347299703e-05,9.834263357344536e-06,2.1791634310334426e-13,6.036533015195582e-07
BaselTMA_SP43_115_X4Y8_975,3.259326356818028e-07,1.0044293961094796e-05,2.5504410546777694e-08,2.892911950648725e-06,0.9999689882628363,1.2484412966892127e-05,5.238681239090142e-06
BaselTMA_SP43_115_X4Y8_976,9.24573342956965e-06,7.425300780295127e-05,2.037061561537709e-06,4.274293724670378e-05,0.9998084366879614,3.2162301868837233e-07,6.296294897898738e-05
BaselTMA_SP43_115_X4Y8_977,0.2792162644831566,0.2108377914623576,8.422146485657393e-06,0.24519262751897203,4.629004648670339e-05,1.0358983896750125e-09,0.26469860330664297
BaselTMA_SP43_115_X4Y8_978,2.9735969544793516e-06,0.0007503714240057551,7.240699449598666e-07,0.00023280810205820814,0.9981790386074454,0.00012632899322861935,0.0007077552063625743
BaselTMA_SP43_115_X4Y8_979,9.951170226026248e-11,6.408982422988473e-10,3.0956493583400496e-11,6.359269708466271e-11,0.0015248441778548166,0.9984751548746178,1.1256818791003933e-10
BaselTMA_SP43_115_X4Y8_980,9.174099377262288e-06,0.02156837537887301,1.6836759785189502e-06,0.007878328669867322,0.9288812219744638,7.75415435827375e-06,0.04165346204708196
BaselTMA_SP43_115_X4Y8_981,3.679488905907275e-08,1.5816325986672776e-07,4.670204265253352e-08,4.054538742749446e-08,0.002051771275175648,0.9979479031911419,4.332810324938096e-08
BaselTMA_SP43_115_X4Y8_982,1.3571541619336703e-11,4.5361618825644295e-11,9.592149618577015e-14,2.6244719778160043e-12,0.0015011449309012873,0.9984988549942023,1.324282703164743e-11
BaselTMA_SP43_115_X4Y8_983,0.01838566191499639,0.00014485900147684724,0.9812550479988177,0.00017585827395197394,1.5919982932695345e-05,8.801751737573362e-12,2.2652819022804464e-05
BaselTMA_SP43_115_X4Y8_984,0.8255245296384708,0.028872458644178808,0.10536664061673434,0.016851011385519487,3.999806706485207e-05,2.336659927048371e-11,0.023345361624665193
BaselTMA_SP43_115_X4Y8_985,5.9012885897379726e-08,1.2566613943275978e-07,8.973138687032549e-09,2.9825885376825045e-08,0.0036121828352695625,0.9963875466304243,4.7056256719705615e-08
BaselTMA_SP43_115_X4Y8_986,2.289959584561968e-06,1.6740020648451626e-05,1.0831605242136835e-05,4.9118378312709996e-06,0.9791483784365093,0.02081115046836412,5.697671820258403e-06
BaselTMA_SP43_115_X4Y8_987,1.711265920032442e-06,0.0051760090789259765,5.0167520416628014e-05,0.0018391140585696493,0.9847942740979285,6.678451607510413e-08,0.008138657193723104
BaselTMA_SP43_115_X4Y8_988,0.556970187560332,0.10484838930555744,1.211162317676595e-07,0.076484447160402,0.0006147215591096857,5.1005634886918515e-09,0.2610821281978035
BaselTMA_SP43_115_X4Y8_989,1.5126378861927275e-08,6.154152909124879e-07,2.0409290043610347e-09,1.2839161635625024e-07,0.9999967775186754,2.2664497668777107e-06,1.950573424947595e-07
BaselTMA_SP43_115_X4Y8_990,2.0494623732600082e-10,4.830073584250618e-10,3.953631593736248e-12,5.1875821983197776e-11,0.0005441491640181994,0.9994558499337407,1.5845824183344558e-10
BaselTMA_SP43_115_X4Y8_991,0.5316030264525499,0.1362488843427851,4.7159857505320576e-05,0.25250759231255954,0.004782662676506155,1.2113027947696616e-07,0.07481055322781456
BaselTMA_SP43_115_X4Y8_992,0.013229223353094038,0.21877081331593498,0.013131513586952555,0.6655810956785316,0.04358086815021187,2.2002610511081913e-08,0.04570646391266425
BaselTMA_SP43_115_X4Y8_993,0.8988159070916591,0.022123390253124594,0.0012103752049938664,0.02068449913249787,0.0004363922818957968,1.8596905074774248e-05,0.05671083913075391
BaselTMA_SP43_115_X4Y8_994,1.6908080634625093e-06,0.0007807491582343111,1.5235418028987103e-08,0.00021320359071103057,0.9977320872577295,1.4329358246914314e-05,0.0012579245915966533
BaselTMA_SP43_115_X4Y8_995,0.7550975032517434,0.06041488442054178,1.280414667569635e-06,0.04950877730398739,0.002030455405300203,1.1658816402700441e-07,0.13294698261559548
BaselTMA_SP43_115_X4Y8_996,1.9736938437567367e-08,1.0074494316917144e-07,8.497007480056669e-10,1.0607696984696198e-08,0.9318286536881584,0.06817117311099903,4.1261563164138546e-08
BaselTMA_SP43_115_X4Y8_997,8.553588018926015e-05,0.0005091321513041455,1.3595876906230855e-07,0.0003163661215313181,0.998367972184666,1.0170395218376058e-06,0.0007198406640186128
BaselTMA_SP43_115_X4Y8_998,5.4853450143105145e-06,0.010895371228949324,1.6737350721239613e-08,0.004312220174371178,0.9533903668945015,8.596164943290187e-08,0.031396453658163515
BaselTMA_SP43_115_X4Y8_999,6.02996842099251e-05,0.17009110573311964,0.00026724845418557987,0.12176719961077247,0.0566359642082533,2.7358700145191534e-09,0.6511781795735893
BaselTMA_SP43_115_X4Y8_1000,1.2207564965576347e-12,3.300835228610489e-12,4.5654401710247984e-14,3.237194074472552e-13,2.06646872370735e-06,0.9999979335257159,6.692460533207263e-13
BaselTMA_SP43_115_X4Y8_1001,0.0014232957890387386,0.2677919809462899,1.0574580277109711e-07,0.32961987669833936,9.005283152661351e-06,1.4305108267939568e-12,0.40115573553594613
BaselTMA_SP43_115_X4Y8_1002,0.00856282773972406,0.15039448514734505,2.7658627141824284e-07,0.10008777322563082,0.1826804116004906,3.353570769752202e-08,0.5582741921648305
BaselTMA_SP43_115_X4Y8_1003,3.310563952675477e-06,2.6703232138154926e-05,7.714208737377694e-05,9.558200563042684e-06,0.2878045535833437,0.7120734531564785,5.279176150123705e-06
BaselTMA_SP43_115_X4Y8_1004,1.9306233454662216e-05,1.0282122538103522e-05,0.9999561045552625,1.1248022975149288e-05,1.6331040495373876e-06,4.666732162767652e-15,1.4259617154308722e-06
